,BATHRM,HF_BATHRM,BATHROOMS,AC1IsYes,NUM_UNITS,ROOMS,BEDRM,EYB,STORIES,YearSold,Month,Winter,Spring,Summer,PRICE,logPrice,GrossBuildingArea,RowInside,RowEnd,Multi,SemiDetached,Single,TownEnd,TownInside,GradeLowerBetter,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,Residential_0/Condo_1,ASSESSMENT_NBHD,CongressHeights,Deanwood,RandleHeights,FortDupontPark,MichiganPark,MarshallHeights,ColumbiaHeights,Brookland,Trinidad,Hillcrest,Burleith,Anacostia,LilyPonds,BarryFarms,Petworth,Woodridge,OldCity1,Brentwood,Eckington,MtPleasant,FortLincoln,RiggsPark,StreetHeights16th,OldCity2,TakomaPark,Brightwood,Chillum,CapitolHill,LedroitPark,ChevyChase,ShepherdHeights,Georgetown,AmericanUniversity,FoggyBottom,Kent,WesleyHeights,Palisades,GloverPark,Crestwood,ClevelandPark,ColonialVillage,SouthwestWaterfront,Foxhall,NorthClevelandPark,Hawthorne,SpringValley,Wakefield,Centraltri1,Berkley,Garfield,ForestHills,ObservatoryCircle,Kalorama,Woodley,MassachusettsAvenueHeights,ASSESSMENT_SUBNBHD,CENSUS_TRACT,CENSUS_BLOCK,Ward,Ward2,Ward3,Ward4,Ward5,Ward6,Ward7,SQUARE,X,Y,QUADRANT,NW,NE,SW
70536,1,1,1.5,1,1,7,3,1968,2,2016,5,0,1,0,408000,5.611,1187,0,1,0,0,0,0,0,2,Good,Common Brick,Built Up,Carpet,1,0,11,2838,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 B Brookland,9509,009509 2012,5,0,0,0,1,0,0,3795,-76.99603808,38.94678616,NE,0,1,0
75479,1,1,1.5,1,1,6,3,1978,2,2015,11,0,0,0,408000,5.611,1160,1,0,0,0,0,0,0,3,Very Good,Common Brick,Built Up,Hardwood,1,0,11,2124,0,Brentwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,005 A Brentwood,9102,009102 3003,5,0,0,0,1,0,0,4118,-76.98298799,38.92044954,NE,0,1,0
80442,1,0,1,0,1,5,2,1957,2,2015,8,0,0,1,408000,5.611,1216,1,0,0,0,0,0,0,2,Average,Common Brick,Metal- Sms,Hardwood/Carp,1,0,11,1600,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 H Old City 1,7903,007903 1001,7,0,0,0,0,0,1,4517,-76.97198671,38.89708114,NE,0,1,0
91271,3,1,3.5,1,1,5,4,1967,2,2018,5,0,1,0,408000,5.611,1248,0,0,0,1,0,0,0,3,Good,Common Brick,Comp Shingle,Hardwood,1,0,13,2189,0,Marshall Heights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,033 A Marshall Heights,9906,009906 1006,7,0,0,0,0,0,1,5347,-76.93410727,38.88709537,SE,0,0,0
68502,1,1,1.5,1,1,8,3,1973,2,2016,2,1,0,0,408500,5.611,1152,0,0,0,1,0,0,0,3,Average,Common Brick,Built Up,Hardwood,1,0,13,3122,0,Riggs Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9507,009507 1000,4,0,0,1,0,0,0,3735,-76.99614853,38.96008712,NE,0,1,0
76694,1,0,1,1,1,3,3,1959,2,2018,6,0,0,1,408500,5.611,1334,0,1,0,0,0,0,0,2,Good,Common Brick,Slate,Carpet,1,1,12,4599,0,Michigan Park,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9400,009400 1003,5,0,0,0,1,0,0,4186,-76.97706964,38.94357934,NE,0,1,0
85224,2,1,2.5,1,1,7,4,1967,2,2018,4,0,1,0,408500,5.611,1152,0,1,0,0,0,0,0,3,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,2833,0,Deanwood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,018 A Deanwood,9603,009603 2002,7,0,0,0,0,0,1,5051,-76.94909999,38.89339231,NE,0,1,0
86215,2,0,2,1,1,7,4,1964,2,2018,5,0,1,0,408500,5.611,1008,0,0,0,1,0,0,0,3,Good,Common Brick,Built Up,Hardwood,1,0,13,2875,0,Deanwood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,018 B Deanwood,7809,007809 2010,7,0,0,0,0,0,1,5150,-76.93516191,38.90051487,NE,0,1,0
82995,1,1,1.5,0,1,6,3,1957,2,2015,6,0,0,1,408650,5.611,1024,1,0,0,0,0,0,0,2,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1840,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 H Old City 1,7903,007903 1015,7,0,0,0,0,0,1,4549,-76.97668169,38.8954829,NE,0,1,0
104256,3,1,3.5,1,1,8,3,2018,2,2018,5,0,1,0,408855,5.612,1476,1,0,0,0,0,0,0,2,Very Good,Face Brick,Comp Shingle,Hardwood,1,0,11,1239,0,Congress Heights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 B Congress Heights,7304,007304 3005,8,0,0,0,0,0,0,5933,-76.99075347,38.84032845,SE,0,0,0
1188,1,0,1,0,1,5,3,1964,2,2015,3,0,1,0,409000,5.612,696,1,0,0,0,0,0,0,3,Good,Common Brick,Built Up,Hardwood,1,0,11,397,0,Old City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,040 G Old City 2,4801,004801 1002,6,0,0,0,0,1,0,441,-77.0207414,38.91493746,NW,1,0,0
64617,1,0,1,1,1,6,3,1960,2,2018,5,0,1,0,409000,5.612,1152,0,0,0,1,0,0,0,3,Average,Common Brick,Built Up,Hardwood,1,0,13,2050,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 A Brookland,9501,009501 3006,5,0,0,0,1,0,0,3665,-77.00508781,38.94199104,NE,0,1,0
82445,1,0,1,0,1,6,3,1954,2,2016,3,0,1,0,409000,5.612,1024,1,0,0,0,0,0,0,3,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,2133,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 H Old City 1,7903,007903 1000,7,0,0,0,0,0,1,4518,-76.97105117,38.89686318,NE,0,1,0
93612,3,1,3.5,1,1,7,4,2006,2,2016,6,0,0,1,409000,5.612,1414,0,1,0,0,0,0,0,2,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,12,5485,0,Fort Dupont Park,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,022 A Fort Dupont Park,7703,007703 4000,7,0,0,0,0,0,1,5410,-76.95312908,38.88871802,SE,0,0,0
100505,4,0,4,0,4,16,4,1964,2,2018,2,1,0,0,409000,5.612,3108,0,0,1,0,0,0,0,2,Average,Common Brick,Built Up,Hardwood,4,0,23,3600,0,Anacostia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,002 A Anacostia,7503,007503 1001,8,0,0,0,0,0,0,5768,-76.98636627,38.86651693,SE,0,0,0
104129,3,1,3.5,1,1,8,3,2017,2,2017,12,1,0,0,409000,5.612,1476,0,1,0,0,0,0,0,2,Very Good,Face Brick,Comp Shingle,Hardwood,1,0,11,2182,0,Congress Heights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 B Congress Heights,7304,007304 3005,8,0,0,0,0,0,0,5933,-76.99075347,38.84032845,SE,0,0,0
104141,3,1,3.5,1,1,8,3,2017,2,2018,2,1,0,0,409260,5.612,1476,0,1,0,0,0,0,0,2,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,11,2390,0,Congress Heights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 B Congress Heights,7304,007304 3005,8,0,0,0,0,0,0,5933,-76.99075347,38.84032845,SE,0,0,0
74352,1,2,2,1,1,6,3,1962,2,2016,3,0,1,0,409551,5.612,1264,0,0,0,1,0,0,0,3,Average,Common Brick,Built Up,Carpet,1,0,13,3153,0,Riggs Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9508,009508 3001,5,0,0,0,1,0,0,3903,-76.98977374,38.95422983,NE,0,1,0
104130,3,1,3.5,1,1,6,3,2017,2,2017,12,1,0,0,409825,5.613,1476,0,1,0,0,0,0,0,2,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,11,2427,0,Congress Heights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,016 B Congress Heights,7304,007304 3005,8,0,0,0,0,0,0,5933,-76.99075347,38.84032845,SE,0,0,0
81109,2,0,2,1,1,7,2,1967,2,2015,2,1,0,0,409900,5.613,1280,1,0,0,0,0,0,0,2,Good,Common Brick,Built Up,Hardwood,1,0,11,1600,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 H Old City 1,7903,007903 1002,7,0,0,0,0,0,1,4516,-76.97342518,38.89707482,NE,0,1,0
91701,2,1,2.5,1,1,6,3,1967,2,2018,1,1,0,0,409900,5.613,1240,0,0,0,1,0,0,0,2,Good,Common Brick,Metal- Sms,Hardwood,1,0,13,2875,0,Deanwood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,018 C Deanwood,9903,009903 2003,7,0,0,0,0,0,1,5284,-76.92454864,38.88833781,SE,0,0,0
96526,2,1,2.5,1,1,9,2,1964,2,2015,8,0,0,1,409900,5.613,1760,0,1,0,0,0,0,0,3,Good,Shingle,Comp Shingle,Hardwood/Carp,1,0,12,2000,0,Randle Heights,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,043 A Randle Heights,7601,007601 2009,8,0,0,0,0,0,0,5577,-76.97216064,38.87118691,SE,0,0,0
81309,2,1,2.5,0,1,8,3,1964,2,2015,8,0,0,1,409950,5.613,1372,1,0,0,0,0,0,0,3,Good,Common Brick,Built Up,Hardwood,1,0,11,1386,0,Trinidad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,052 C Trinidad,8903,008903 1005,5,0,0,0,1,0,0,4471,-76.97766478,38.90483613,NE,0,1,0
6780,1,0,1,0,1,4,2,1954,2,2018,6,0,0,1,410000,5.613,576,0,0,0,1,0,0,0,3,Average,Shingle,Built Up,Wood Floor,1,0,13,504,0,Old City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,040 B Old City 2,4801,004801 1014,6,0,0,0,0,1,0,510,-77.01715449,38.91074565,NW,1,0,0
47813,2,0,2,0,1,6,3,1969,2,2015,12,1,0,0,410000,5.613,1654,1,0,0,0,0,0,0,2,Average,Common Brick,Metal- Sms,Hardwood,1,2,11,1600,0,16th Street Heights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,049 B 16th Street Heights,2002,002002 2002,4,0,0,1,0,0,0,2798,-77.03074844,38.95784714,NW,1,0,0
55359,2,1,2.5,1,1,6,4,1982,2,2016,7,0,0,1,410000,5.613,1386,1,0,0,0,0,0,0,3,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1530,0,Petworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,042 B Petworth,2201,002201 1000,4,0,0,1,0,0,0,3212,-77.02087792,38.95152993,NW,1,0,0
56854,1,1,1.5,0,1,7,3,1964,2,2018,6,0,0,1,410000,5.613,1360,0,1,0,0,0,0,0,3,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1100,0,Petworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,042 A Petworth,2400,002400 3005,4,0,0,1,0,0,0,3229,-77.02105797,38.94153633,NW,1,0,0
57052,1,0,1,0,1,8,3,1943,2,2015,10,0,0,0,410000,5.613,1152,1,0,0,0,0,0,0,3,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1350,0,Petworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,042 C Petworth,2202,002202 3004,4,0,0,1,0,0,0,3252,-77.01841858,38.95047323,NW,1,0,0
66648,2,0,2,1,1,5,2,1970,2,2017,7,0,0,1,410000,5.613,900,0,0,0,1,0,0,0,3,Good,Common Brick,Built Up,Hardwood,1,0,13,2145,0,Riggs Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9505,009505 3008,4,0,0,1,0,0,0,3710,-77.00404951,38.96051346,NE,0,1,0
67325,2,0,2,1,1,6,2,1967,2.25,2018,4,0,1,0,410000,5.613,1012,0,1,0,0,0,0,0,3,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,1930,0,Takoma Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9505,009505 2007,4,0,0,1,0,0,0,3722,-77.00632941,38.96606345,NE,0,1,0
68485,1,1,1.5,0,1,6,3,1967,2,2015,6,0,0,1,410000,5.613,1088,0,0,0,1,0,0,0,3,Good,Common Brick,Built Up,Wood Floor,1,0,13,3524,0,Takoma Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9505,009505 2004,4,0,0,1,0,0,0,3726,-77.00836948,38.96677028,NE,0,1,0
68789,1,1,1.5,1,1,7,3,1964,2,2018,6,0,0,1,410000,5.613,1188,0,1,0,0,0,0,0,2,Average,Common Brick,Comp Shingle,Hardwood,1,0,11,2092,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 B Brookland,9509,009509 2002,5,0,0,0,1,0,0,3787,-76.99541617,38.94877201,NE,0,1,0
69182,1,1,1.5,1,1,6,3,1968,2,2015,8,0,0,1,410000,5.613,1120,0,1,0,0,0,0,0,3,Average,Common Brick,Comp Shingle,Carpet,1,1,12,2175,0,Riggs Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9505,009505 1003,4,0,0,1,0,0,0,3731,-77.00154096,38.96416356,NE,0,1,0
69211,1,1,1.5,1,1,7,3,1968,2,2017,12,1,0,0,410000,5.613,1024,0,0,0,1,0,0,0,3,Good,Common Brick,Built Up,Hardwood,1,0,13,1998,0,Riggs Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9505,009505 1008,4,0,0,1,0,0,0,3733,-77.00063999,38.96217501,NE,0,1,0
70068,1,1,1.5,1,1,6,3,1959,2,2017,7,0,0,1,410000,5.613,1140,0,0,0,1,0,0,0,3,Good,Common Brick,Clay Tile,Hardwood,1,0,13,3600,0,Riggs Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9509,009509 1001,5,0,0,0,1,0,0,3900,-76.99112516,38.9513446,NE,0,1,0
70565,1,0,1,0,1,6,2,1950,2,2016,5,0,1,0,410000,5.613,864,0,0,0,1,0,0,0,3,Average,Common Brick,Comp Shingle,Hardwood,1,0,13,2346,0,Riggs Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9505,009505 3014,4,0,0,1,0,0,0,3739,-77.00108482,38.95970445,NE,0,1,0
70660,2,1,2.5,1,1,6,3,1987,2,2015,4,0,1,0,410000,5.613,1240,0,0,0,1,0,0,0,2,Good,Metal Siding,Comp Shingle,Wood Floor,1,0,13,3000,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 B Brookland,9509,009509 2001,5,0,0,0,1,0,0,3786,-76.99411492,38.94881317,NE,0,1,0
72279,2,0,2,1,1,7,3,1986,2,2016,9,0,0,0,410000,5.613,1188,0,0,0,1,0,0,0,2,Average,Vinyl Siding,Comp Shingle,Hardwood,1,0,13,3160,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 C Brookland,9504,009504 2006,5,0,0,0,1,0,0,3811,-76.99751148,38.94422313,NE,0,1,0
75425,3,1,3.5,1,1,6,3,1964,2,2015,6,0,0,1,410000,5.613,1710,1,0,0,0,0,0,0,3,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1,0,11,870,0,Brentwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,005 B Brentwood,8803,008803 1013,5,0,0,0,1,0,0,4043,-76.98455957,38.91317143,NE,0,1,0
76185,1,1,1.5,1,1,6,3,1964,1,2016,4,0,1,0,410000,5.613,1170,0,1,0,0,0,0,0,3,Average,Common Brick,Comp Shingle,Carpet,1,1,12,5731,0,Michigan Park,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9400,009400 1015,5,0,0,0,1,0,0,4190,-76.97704599,38.94119807,NE,0,1,0
79038,2,0,2,1,1,8,3,1964,2.5,2018,3,0,1,0,410000,5.613,1586,0,0,0,1,0,0,0,3,Good,Common Brick,Comp Shingle,Hardwood,1,1,13,3550,0,Woodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056 A Woodridge,9400,009400 2013,5,0,0,0,1,0,0,4221,-76.97527878,38.93159243,NE,0,1,0
79310,2,0,2,1,1,6,3,1964,1,2017,1,1,0,0,410000,5.613,897,0,1,0,0,0,0,0,3,Good,Stone/Siding,Comp Shingle,Hardwood,1,0,12,4283,0,Fort Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9000,009000 2001,5,0,0,0,1,0,0,4325,-76.95977324,38.92507725,NE,0,1,0
80161,2,0,2,0,1,6,3,1954,1.25,2016,4,0,1,0,410000,5.613,1061,0,1,0,0,0,0,0,3,Average,Vinyl Siding,Comp Shingle,Hardwood,1,2,12,5202,0,Woodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056 C Woodridge,11100,011100 2025,5,0,0,0,1,0,0,4342,-76.96971025,38.9266916,NE,0,1,0
80348,1,2,2,0,1,6,2,1954,1.5,2017,8,0,0,1,410000,5.613,1534,0,1,0,0,0,0,0,3,Average,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,12,3990,0,Woodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056 D Woodridge,11100,011100 3041,5,0,0,0,1,0,0,4409,-76.97321937,38.91319098,NE,0,1,0
80468,2,0,2,0,1,6,3,1964,2,2017,3,0,1,0,410000,5.613,992,1,0,0,0,0,0,0,3,Good,Common Brick,Built Up,Hardwood/Carp,1,0,11,1232,0,Trinidad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,052 C Trinidad,8903,008903 1006,5,0,0,0,1,0,0,4471,-76.97766478,38.90483613,NE,0,1,0
80809,1,1,1.5,1,1,6,3,1964,2,2015,4,0,1,0,410000,5.613,1152,1,0,0,0,0,0,0,3,Good,Common Brick,Built Up,Hardwood,1,0,11,2031,0,Trinidad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,052 C Trinidad,8904,008904 2003,5,0,0,0,1,0,0,4494,-76.97713301,38.90072226,NE,0,1,0
81000,1,0,1,0,1,8,4,1954,1.5,2018,7,0,0,1,410000,5.613,1382,0,1,0,0,0,0,0,3,Average,Wood Siding,Comp Shingle,Wood Floor,1,0,12,5812,0,Woodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056 D Woodridge,11100,011100 1025,5,0,0,0,1,0,0,4376,-76.96615161,38.92026426,NE,0,1,0
81626,2,1,2.5,0,1,6,3,1964,2,2018,1,1,0,0,410000,5.613,1064,0,1,0,0,0,0,0,3,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,4205,0,Deanwood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,018 A Deanwood,9603,009603 2007,7,0,0,0,0,0,1,5049,-76.94881901,38.89091423,NE,0,1,0
83222,2,1,2.5,1,1,6,3,1964,2,2018,5,0,1,0,410000,5.613,1192,1,0,0,0,0,0,0,3,Good,Common Brick,Built Up,Hardwood,1,0,11,1510,0,Lily Ponds,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,032 B Lily Ponds,9604,009604 2005,7,0,0,0,0,0,1,5017,-76.95640862,38.89524899,NE,0,1,0
83359,2,0,2,0,2,6,2,1962,2,2017,7,0,0,1,410000,5.613,1120,0,0,1,0,0,0,0,2,Average,Common Brick,Built Up,Hardwood,2,0,23,1174,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 G Old City 1,7901,007901 1005,6,0,0,0,0,1,0,4537,-76.97959811,38.89628634,NE,0,1,0
